altitude,temperature,density,pressure
-5000,320.676,1.93113,177762.3822
-4950,320.35,1.9228,176815.6635
-4900,320.025,1.9145,175873.8093
-4850,319.699,1.90622,174934.792
-4800,319.374,1.89798,174001.5363
-4750,319.048,1.88976,173071.1072
-4700,318.723,1.88157,172145.5014
-4650,318.397,1.8734,171222.7139
-4600,318.072,1.86527,170305.643
-4550,317.746,1.85716,169391.3802
-4500,317.421,1.84907,168480.9883
-4450,317.095,1.84102,167575.2183
-4400,316.77,1.83299,166673.2998
-4350,316.444,1.82499,165775.0807
-4300,316.119,1.81701,164880.6953
-4250,315.793,1.80907,163990.9056
-4200,315.468,1.80115,163104.93
-4150,315.143,1.79325,162222.2415
-4100,314.817,1.78538,161343.2255
-4050,314.492,1.77754,160468.901
-4000,314.166,1.76973,159598.2368
-3950,313.841,1.76194,158731.3418
-3900,313.516,1.75418,157868.6002
-3850,313.19,1.74644,157008.6032
-3800,312.865,1.73873,156153.2482
-3750,312.539,1.73105,155301.5263
-3700,312.214,1.72339,154453.5289
-3650,311.889,1.71576,153609.6466
-3600,311.563,1.70816,152769.3807
-3550,311.238,1.70058,151932.8122
-3500,310.913,1.69303,151100.3354
-3450,310.587,1.6855,150270.5666
-3400,310.262,1.678,149445.3607
-3350,309.936,1.67052,148622.854
-3300,309.611,1.66307,147804.8908
-3250,309.286,1.65565,146990.9811
-3200,308.96,1.64825,146179.7565
-3150,308.635,1.64088,145373.0458
-3100,308.31,1.63353,144569.4802
-3050,307.985,1.6262,143769.0541
-3000,307.659,1.61891,142973.0636
-2950,307.334,1.61163,142179.7823
-2900,307.009,1.60439,141391.3844
-2850,306.683,1.59716,140604.7593
-2800,306.358,1.58997,139823.4614
-2750,306.033,1.58279,139044.3835
-2700,305.707,1.57565,138269.7031
-2650,305.382,1.56852,137497.6859
-2600,305.057,1.56143,136730.5018
-2550,304.732,1.55435,135965.5153
-2500,304.406,1.54731,135204.9009
-2450,304.081,1.54028,134446.919
-2400,303.756,1.53328,133692.8647
-2350,303.431,1.52631,132942.7295
-2300,303.105,1.51936,132195.1989
-2250,302.78,1.51243,131451.1413
-2200,302.455,1.50553,130710.9815
-2150,302.13,1.49865,129973.8436
-2100,301.805,1.4918,129240.5884
-2050,301.479,1.48497,128509.9159
-2000,301.154,1.47816,127782.6749
-1950,300.829,1.47138,127059.2952
-1900,300.504,1.46462,126338.9057
-1850,300.179,1.45789,125622.3626
-1800,299.853,1.45118,124908.3801
-1750,299.528,1.44449,124197.7876
-1700,299.203,1.43783,123491.02
-1650,298.878,1.43119,122787.211
-1600,298.553,1.42458,122087.2119
-1550,298.227,1.41799,121389.7512
-1500,297.902,1.41142,120695.6393
-1450,297.577,1.40487,120004.4617
-1400,297.252,1.39835,119317.066
-1350,296.927,1.39186,118633.4438
-1300,296.602,1.38538,117951.884
-1250,296.277,1.37893,117274.0847
-1200,295.951,1.3725,116598.7939
-1150,295.626,1.3661,115927.6446
-1100,295.301,1.35971,115258.537
-1050,294.976,1.35335,114593.1619
-1000,294.651,1.34702,113931.5109
-950,294.326,1.3407,113271.8858
-900,294.001,1.33441,112615.9718
-850,293.676,1.32814,111962.9174
-800,293.351,1.3219,111313.5591
-750,293.026,1.31567,110666.2062
-700,292.701,1.30947,110022.5364
-650,292.375,1.3033,109382.1671
-600,292.05,1.29714,108744.1632
-550,291.725,1.29101,108109.821
-500,291.4,1.2849,107478.2954
-450,291.075,1.27881,106849.5809
-400,290.75,1.27274,106223.672
-350,290.425,1.2667,105601.3966
-300,290.1,1.26067,104981.081
-250,289.775,1.25467,104364.3858
-200,289.45,1.2487,103751.3028
-150,289.125,1.24274,103140.1637
-100,288.8,1.2368,102531.7946
-50,288.475,1.23089,101927.0181
0,288.15,1.225,101324.9985
50,287.825,1.21913,100725.7304
100,287.5,1.21328,100129.208
150,287.175,1.20746,99536.25021
200,286.85,1.20165,98945.20175
250,286.525,1.19587,98357.70478
300,286.2,1.19011,97772.92936
350,285.875,1.18437,97190.86988
400,285.55,1.17865,96611.52077
450,285.225,1.17295,96034.8764
500,284.9,1.16727,95460.9312
550,284.575,1.16162,94890.49643
600,284.25,1.15598,94321.93182
650,283.925,1.15037,93756.86458
700,283.601,1.14478,93194.80086
750,283.276,1.13921,92635.07624
800,282.951,1.13365,92077.2031
850,282.626,1.12812,91522.80124
900,282.301,1.12262,90971.86224
950,281.976,1.11713,90422.75888
1000,281.651,1.11166,89876.29684
1050,281.326,1.10621,89332.47053
1100,281.001,1.10079,88792.08097
1150,280.676,1.09538,88253.50838
1200,280.351,1.08999,87717.55473
1250,280.027,1.08463,87185.32957
1300,279.702,1.07928,86654.59452
1350,279.377,1.07396,86127.26358
1400,279.052,1.06865,85601.72629
1450,278.727,1.06337,85079.58004
1500,278.402,1.0581,84559.21812
1550,278.077,1.05286,84042.23419
1600,277.753,1.04764,83528.12327
1650,277.428,1.04243,83015.48047
1700,277.103,1.03725,82506.19606
1750,276.778,1.03208,81998.67266
1800,276.453,1.02694,81494.4946
1850,276.128,1.02181,80992.06822
1900,275.804,1.01671,80493.26597
1950,275.479,1.01162,79995.91275
2000,275.154,1.00655,79501.08892
2050,274.829,1.00151,79009.57779
2100,274.505,0.996479,78520.00226
2150,274.18,0.991471,78032.88815
2200,273.855,0.986483,77548.28067
2250,273.53,0.981513,77066.01719
2300,273.205,0.976563,76586.24951
2350,272.881,0.971632,76109.17263
2400,272.556,0.966721,75634.30023
2450,272.231,0.961828,75161.75075
2500,271.906,0.956954,74691.59721
2550,271.582,0.9521,74224.18554
2600,271.257,0.947264,73758.80643
2650,270.932,0.942447,73295.8073
2700,270.607,0.937649,72835.18284
2750,270.283,0.93287,72377.19552
2800,269.958,0.92811,71921.30308
2850,269.633,0.923368,71467.69196
2900,269.309,0.918645,71016.69813
2950,268.984,0.91394,70567.71032
3000,268.659,0.909254,70121.06565
3050,268.335,0.904587,69677.01847
3100,268.01,0.899938,69234.96587
3150,267.685,0.895307,68795.16382
3200,267.36,0.890694,68357.60728
3250,267.036,0.8861,67922.62222
3300,266.711,0.881524,67489.61673
3350,266.386,0.876967,67058.91792
3400,266.062,0.872427,66630.61817
3450,265.737,0.867905,66204.28682
3500,265.413,0.863402,65780.4946
3550,265.088,0.858916,65358.58704
3600,264.763,0.854449,64938.96052
3650,264.439,0.849999,64521.7019
3700,264.114,0.845567,64106.39297
3750,263.789,0.841153,63693.27396
3800,263.465,0.836756,63282.50441
3850,263.14,0.832377,62873.67345
3900,262.816,0.828016,62467.25518
3950,262.491,0.823673,62062.76794
4000,262.166,0.819347,61660.37038
4050,261.842,0.815038,61260.29171
4100,261.517,0.810747,60862.13307
4150,261.193,0.806473,60466.28116
4200,260.868,0.802216,60072.267
4250,260.543,0.797977,59680.39333
4300,260.219,0.793755,59290.80829
4350,259.894,0.78955,58903.0502
4400,259.57,0.785363,58517.64331
4450,259.245,0.781192,58133.98169
4500,258.921,0.777038,57752.58486
4550,258.596,0.772902,57373.07502
4600,258.272,0.768782,56995.74377
4650,257.947,0.764679,56620.21813
4700,257.623,0.760593,56246.93355
4750,257.298,0.756524,55875.44744
4800,256.974,0.752472,55506.19055
4850,256.649,0.748436,55138.65128
4900,256.325,0.744417,54773.32959
4950,256,0.740415,54409.79219
5000,255.676,0.736429,54048.38717
5050,255.351,0.732459,53688.68613
5100,255.027,0.728506,53331.17945
5150,254.702,0.72457,52975.443
5200,254.378,0.720649,52621.74311
5250,254.053,0.716745,52269.80658
5300,253.729,0.712858,51920.04127
5350,253.404,0.708986,51571.88657
5400,253.08,0.705131,51225.89174
5450,252.755,0.701292,50881.57354
5500,252.431,0.697469,50539.33122
5550,252.106,0.693662,50198.75879
5600,251.782,0.689871,49860.2511
5650,251.458,0.686095,49523.53131
5700,251.133,0.682336,49188.54353
5750,250.809,0.678593,48855.60384
5800,250.484,0.674865,48524.24519
5850,250.16,0.671153,48194.92374
5900,249.836,0.667457,47867.44021
5950,249.511,0.663776,47541.52798
6000,249.187,0.660111,47217.63653
6050,248.862,0.656462,46895.38136
6100,248.538,0.652828,46575.06458
6150,248.214,0.64921,46256.56377
6200,247.889,0.64607,45972.56379
6250,247.565,0.642019,45624.59472
6300,247.241,0.638447,45311.37439
6350,246.916,0.63489,44999.69942
6400,246.592,0.631348,44689.93113
6450,246.267,0.627821,44381.70185
6500,245.943,0.62431,44075.43944
6550,245.619,0.620813,43770.81719
6600,245.294,0.617332,43467.79481
6650,244.97,0.613866,43166.65293
6700,244.646,0.610415,42867.20915
6750,244.322,0.606978,42569.38917
6800,243.997,0.603557,42273.15589
6850,243.673,0.60015,41978.71245
6900,243.349,0.596758,41685.95056
6950,243.024,0.593381,41394.69569
7000,242.7,0.590018,41105.21563
7050,242.376,0.586671,40817.47432
7100,242.051,0.583337,40531.0914
7150,241.727,0.580019,40246.60726
7200,241.403,0.576715,39963.71044
7250,241.079,0.573425,39682.39703
7300,240.754,0.57015,39402.56857
7350,240.43,0.566889,39124.48012
7400,240.106,0.563642,38847.96318
7450,239.782,0.56041,38573.08266
7500,239.457,0.557192,38299.6057
7550,239.133,0.553988,38027.84921
7600,238.809,0.550798,37757.6484
7650,238.485,0.547623,37489.06784
7700,238.161,0.544462,37222.03496
7750,237.836,0.541314,36956.32221
7800,237.512,0.538181,36692.37399
7850,237.188,0.535061,36429.89364
7900,236.864,0.531956,36169.01354
7950,236.54,0.528864,35909.5937
8000,236.215,0.525786,35651.54735
8050,235.891,0.522722,35395.17335
8100,235.567,0.519671,35140.24834
8150,235.243,0.516635,34886.90376
8200,234.919,0.513612,34635.00055
8250,234.595,0.510602,34384.53508
8300,234.27,0.507606,34135.42527
8350,233.946,0.504624,33887.95948
8400,233.622,0.501655,33641.92019
8450,233.298,0.498699,33397.30375
8500,232.974,0.495757,33154.17341
8550,232.65,0.492829,32912.52528
8600,232.326,0.489913,32672.22207
8650,232.001,0.487011,32433.25382
8700,231.677,0.484122,32195.83055
8750,231.353,0.481246,31959.808
8800,231.029,0.478383,31725.18254
8850,230.705,0.475534,31492.01678
8900,230.381,0.472697,31260.17453
8950,230.057,0.469874,31029.78454
9000,229.733,0.467063,30800.711
9050,229.409,0.464265,30573.01642
9100,229.085,0.461481,30346.76292
9150,228.76,0.458709,30121.68361
9200,228.436,0.455949,29898.03926
9250,228.112,0.453203,29675.82502
9300,227.788,0.450469,29454.90621
9350,227.464,0.447748,29235.34478
9400,227.14,0.44504,29017.1371
9450,226.816,0.442344,28800.21444
9500,226.492,0.439661,28584.63845
9550,226.168,0.43699,28370.3406
9600,225.844,0.434332,28157.38236
9650,225.52,0.431686,27945.69537
9700,225.196,0.429053,27735.34092
9750,224.872,0.426432,27526.25084
9800,224.548,0.423823,27318.42177
9850,224.224,0.421227,27111.91475
9900,223.9,0.418642,26906.59758
9950,223.576,0.41607,26702.59557
10000,223.252,0.41351,26499.841
10050,222.928,0.410962,26298.33052
10100,222.604,0.408427,26098.12469
10150,222.28,0.405903,25899.09226
10200,221.956,0.403391,25701.29387
10250,221.632,0.400891,25504.72618
10300,221.308,0.398404,25309.44938
10350,220.984,0.395928,25115.33295
10400,220.66,0.393463,24922.37384
10450,220.336,0.391011,24730.69546
10500,220.013,0.38857,24540.27943
10550,219.689,0.386141,24350.96196
10600,219.365,0.383724,24162.85194
10650,219.041,0.381319,23975.94603
10700,218.717,0.378924,23790.1153
10750,218.393,0.376542,23605.54504
10800,218.069,0.374171,23422.10643
10850,217.745,0.371812,23239.8589
10900,217.421,0.369463,23058.67428
10950,217.097,0.367127,22878.73674
11000,216.774,0.364801,22699.96068
11050,216.65,0.362152,22522.23443
11100,216.65,0.359318,22345.98796
11150,216.65,0.356506,22171.10967
11200,216.65,0.353716,21997.59956
11250,216.65,0.350948,21825.45762
11300,216.65,0.348201,21654.62168
11350,216.65,0.345477,21485.21611
11400,216.65,0.342773,21317.05434
11450,216.65,0.340091,21150.26075
11500,216.65,0.337429,20984.71096
11550,216.65,0.334789,20820.52934
11600,216.65,0.332169,20657.59153
11650,216.65,0.32957,20495.95971
11700,216.65,0.326991,20335.57169
11750,216.65,0.324433,20176.48966
11800,216.65,0.321894,20018.58924
11850,216.65,0.319375,19861.93262
11900,216.65,0.316877,19706.58199
11950,216.65,0.314397,19552.35078
12000,216.65,0.311937,19399.36337
12050,216.65,0.309497,19247.61976
12100,216.65,0.307075,19096.99557
12150,216.65,0.304673,18947.61518
12200,216.65,0.302289,18799.35421
12250,216.65,0.299924,18652.27485
12300,216.65,0.297578,18506.3771
12350,216.65,0.29525,18361.59877
12400,216.65,0.29294,18217.93986
12450,216.65,0.290649,18075.46256
12500,216.65,0.288375,17934.04249
12550,216.65,0.286119,17793.74184
12600,216.65,0.283881,17654.56061
12650,216.65,0.28166,17516.43661
12700,216.65,0.279457,17379.43203
12750,216.65,0.277271,17243.48468
12800,216.65,0.275102,17108.59456
12850,216.65,0.27295,16974.76167
12900,216.65,0.270815,16841.98601
12950,216.65,0.268697,16710.26758
13000,216.65,0.266595,16579.54419
13050,216.65,0.26451,16449.87803
13100,216.65,0.262442,16321.2691
13150,216.65,0.260389,16193.59303
13200,216.65,0.258352,16066.91199
13250,216.65,0.256332,15941.28818
13300,216.65,0.254327,15816.59722
13350,216.65,0.252338,15692.9013
13400,216.65,0.250365,15570.20042
13450,216.65,0.2484074,15448.45727
13500,216.65,0.246464,15327.59722
13550,216.65,0.244537,15207.75708
13600,216.65,0.242624,15088.7876
13650,216.65,0.240727,14970.81316
13700,216.65,0.238845,14853.77157
13750,216.65,0.236977,14737.60065
13800,216.65,0.235124,14622.36257
13850,216.65,0.233285,14507.99515
13900,216.65,0.231461,14394.56058
13950,216.65,0.229651,14281.99667
14000,216.65,0.227855,14170.30343
14050,216.65,0.226074,14059.54303
14100,216.65,0.224306,13949.5911
14150,216.65,0.222552,13840.50983
14200,216.65,0.220812,13732.29923
14250,216.65,0.219086,13624.95928
14300,216.65,0.217373,13518.4278
14350,216.65,0.215674,13412.76698
14400,216.65,0.213987,13307.85245
14450,216.65,0.212314,13203.80857
14500,216.65,0.210654,13100.57316
14550,216.65,0.209008,12998.20842
14600,216.65,0.207374,12896.58995
14650,216.65,0.205753,12795.77995
14700,216.65,0.204144,12695.71623
14750,216.65,0.202548,12596.46099
14800,216.65,0.200965,12498.01421
14850,216.65,0.199394,12400.31371
14900,216.65,0.197835,12303.3595
14950,216.65,0.196289,12207.21375
15000,216.65,0.194755,12111.81428
15050,216.65,0.193232,12017.09891
15100,216.65,0.191722,11923.192
15150,216.65,0.190223,11829.96919
15200,216.65,0.188736,11737.49265
15250,216.65,0.187261,11645.76239
15300,216.65,0.185798,11554.77842
15350,216.65,0.184645,11483.07334
15400,216.65,0.182905,11374.86273
15450,216.65,0.181475,11285.93103
15500,216.65,0.180057,11197.7456
15550,216.65,0.17865,11110.24427
15600,216.65,0.177253,11023.36483
15650,216.65,0.175868,10937.23167
15700,216.65,0.174494,10851.78261
15750,216.65,0.17313,10766.95544
15800,216.65,0.171777,10682.81237
15850,216.65,0.170435,10599.35338
15900,216.65,0.169103,10516.51629
15950,216.65,0.167782,10434.3633
16000,216.65,0.16647,10352.77001
16050,216.65,0.16517,10271.92301
16100,216.65,0.163879,10191.63571
16150,216.65,0.162598,10111.97032
16200,216.65,0.161328,10032.98901
16250,216.65,0.160067,9954.567416
16300,216.65,0.158817,9876.829911
16350,216.65,0.157576,9799.652115
16400,216.65,0.156345,9723.09622
16450,216.65,0.155123,9647.100035
16500,216.65,0.153911,9571.72575
16550,216.65,0.152709,9496.973364
16600,216.65,0.151515,9422.718499
16650,216.65,0.150332,9349.147724
16700,216.65,0.149157,9276.074469
16750,216.65,0.147992,9203.623114
16800,216.65,0.146836,9131.731469
16850,216.65,0.145689,9060.399534
16900,216.65,0.144551,8989.627309
16950,216.65,0.143421,8919.352605
17000,216.65,0.142301,8849.6998
17050,216.65,0.141189,8780.544515
17100,216.65,0.140086,8711.94894
17150,216.65,0.138992,8643.913076
17200,216.65,0.137907,8576.436921
17250,216.65,0.136829,8509.396096
17300,216.65,0.135761,8442.977172
17350,216.65,0.1347,8376.993577
17400,216.65,0.133648,8311.569693
17450,216.65,0.132604,8246.643328
17500,216.65,0.131568,8182.214484
17550,216.65,0.130541,8118.345349
17600,216.65,0.129521,8054.911545
17650,216.65,0.128509,7991.975261
17700,216.65,0.127506,7929.598686
17750,216.65,0.12651,7867.657442
17800,216.65,0.125522,7806.213718
17850,216.65,0.124542,7745.267514
17900,216.65,0.123569,7684.75664
17950,216.65,0.122604,7624.743285
18000,216.65,0.121647,7565.227451
18050,216.65,0.120697,7506.146947
18100,216.65,0.119754,7447.501773
18150,216.65,0.118819,7389.354119
18200,216.65,0.117891,7331.641795
18250,216.65,0.116971,7274.426991
18300,216.65,0.116057,7217.585327
18350,216.65,0.115151,7161.241183
18400,216.65,0.114252,7105.33237
18450,216.65,0.11336,7049.858886
18500,216.65,0.112475,6994.820732
18550,216.65,0.111596,6940.155718
18600,216.65,0.110725,6885.988225
18650,216.65,0.109861,6832.256061
18700,216.65,0.109003,6778.897037
18750,216.65,0.108152,6725.973343
18800,216.65,0.107307,6673.42279
18850,216.65,0.10647,6621.369756
18900,216.65,0.105638,6569.627673
18950,216.65,0.104814,6518.383109
19000,216.65,0.103995,6467.449496
19050,216.65,0.103183,6416.951212
19100,216.65,0.102378,6366.888259
19150,216.65,0.101579,6317.198445
19200,216.65,0.100786,6267.881772
19250,216.65,0.099999,6218.938239
19300,216.65,0.0992184,6170.392721
19350,216.65,0.0984439,6122.226563
19400,216.65,0.0976754,6074.433545
19450,216.65,0.096913,6027.019885
19500,216.65,0.0961565,5979.973147
19550,216.65,0.095406,5933.299549
19600,216.65,0.0946613,5886.986653
19650,216.65,0.0939224,5841.034459
19700,216.65,0.0931893,5795.442966
19750,216.65,0.092462,5750.212176
19800,216.65,0.0917403,5705.32965
19850,216.65,0.0910243,5660.801607
19900,216.65,0.0903139,5616.621828
19950,216.65,0.089609,5572.784094
20000,216.65,0.089097,5540.942812
20050,216.65,0.0882158,5486.14098
20100,216.687,0.0875125,5443.332216
20150,216.736,0.0868098,5400.844868
20200,216.786,0.086113,5358.729621
20250,216.836,0.0854219,5316.949159
20300,216.885,0.0847365,5275.479404
20350,216.935,0.0840568,5234.369445
20400,216.985,0.0833827,5193.588777
20450,217.034,0.0827142,5153.113898
20500,217.084,0.0820511,5112.980264
20550,217.134,0.0813936,5073.176638
20600,217.183,0.0807415,5033.667614
20650,217.233,0.0800948,4994.499966
20700,217.283,0.0794534,4955.644324
20750,217.332,0.0788173,4917.078292
20800,217.382,0.0781864,4878.841289
20850,217.432,0.0775608,4840.916972
20900,217.482,0.0769403,4803.293084
20950,217.531,0.0763249,4765.947935
21000,217.581,0.0757146,4728.925739
21050,217.631,0.0751093,4692.198383
21100,217.68,0.074509,4655.744692
21150,217.73,0.0739137,4619.607831
21200,217.78,0.0733232,4583.75395
21250,217.829,0.0727376,4548.16863
21300,217.879,0.0721568,4512.887753
21350,217.929,0.0715809,4477.896734
21400,217.978,0.0710096,4443.156629
21450,218.028,0.070443,4408.714824
21500,218.078,0.0698811,4374.550975
21550,218.127,0.0693238,4340.639122
21600,218.177,0.0687711,4307.019422
21650,218.227,0.0682229,4273.665748
21700,218.276,0.0676792,4240.558867
21750,218.326,0.06714,4207.737983
21800,218.375,0.0666052,4175.158317
21850,218.425,0.0660748,4142.858451
21900,218.475,0.0655488,4110.8193
21950,218.524,0.0650271,4079.016116
22000,218.574,0.0645096,4047.480289
22050,218.624,0.0639964,4016.199462
22100,218.673,0.0634874,3985.149316
22150,218.723,0.0629825,3954.360349
22200,218.773,0.0624819,3923.826926
22250,218.822,0.0619853,3893.512595
22300,218.872,0.0614927,3863.453256
22350,218.922,0.0610042,3833.63743
22400,218.971,0.0605197,3804.041635
22450,219.021,0.0600392,3774.700926
22500,219.071,0.0595626,3745.591676
22550,219.12,0.0590898,3716.6908
22600,219.17,0.058621,3688.045103
22650,219.22,0.058156,3659.625075
22700,219.269,0.0576948,3631.414318
22750,219.319,0.0572373,3603.439953
22800,219.369,0.0567836,3575.691743
