geometric_altitude,geopotential_altitude,temperature_kelvin,temperature_centigrade,pressure,density,gravity
31600.0,31444.0,228.094,-4505.6,9.43342,0.0144077,9.7099
31650.0,31493.0,228.143,-4500.7,9.36374,0.0142982,9.7097
31700.0,31543.0,228.193,-4495.7,9.29459,0.0141895,9.7096
31750.0,31592.0,228.242,-4490.8,9.22597,0.0140817,9.7094
31800.0,31642.0,228.292,-4485.8,9.15787,0.0139747,9.7093
31850.0,31691.0,228.341,-4480.9,9.09028,0.0138686,9.7091
31900.0,31741.0,228.391,-4475.9,9.02322,0.0137632,9.709
31950.0,31790.0,228.44,-4471.0,8.95665,0.0136588,9.7088
32000.0,31840.0,228.49,-4466.0,8.8906,0.0135551,9.7087
32100.0,31939.0,228.589,-4456.1,8.76,0.0133502,9.7084
32200.0,32038.0,228.756,-4439.4,8.63138,0.0131446,9.708
32300.0,32137.0,229.033,-4411.7,8.50479,0.0129361,9.7077
32400.0,32236.0,229.31,-4384.0,8.38021,0.0127312,9.7074
32500.0,32335.0,229.587,-4356.3,8.2576,0.0125298,9.7071
32600.0,32434.0,229.864,-4328.6,8.13694,0.0123318,9.7068
32700.0,32533.0,230.141,-4300.9,8.01819,0.0121372,9.7065
32800.0,32632.0,230.419,-4273.1,7.90131,0.0119459,9.7062
32900.0,32731.0,230.696,-4245.4,7.78628,0.0117579,9.7059
33000.0,32830.0,230.973,-4217.7,7.67306,0.011573,9.7056
33100.0,32929.0,231.25,-4190.0,7.56162,0.0113912,9.7053
33200.0,33028.0,231.527,-4162.3,7.45194,0.0112126,9.705
33300.0,33126.0,231.804,-4134.6,7.34398,0.0110369,9.7047
33400.0,33225.0,232.081,-4106.9,7.23771,0.0108642,9.7044
33500.0,33324.0,232.358,-4079.2,7.1331,0.0106945,9.7041
33600.0,33423.0,232.635,-4051.5,7.03014,0.0105275,9.7038
33700.0,33522.0,232.912,-4023.8,6.92878,0.0103634,9.7035
33800.0,33621.0,233.189,-3996.1,6.82901,0.010202,9.7032
33900.0,33720.0,233.466,-3968.4,6.73079,0.0100434,9.7029
34000.0,33819.0,233.744,-3940.6,6.6341,0.00988736,9.7026
34100.0,33918.0,234.021,-3912.9,6.53891,0.00973396,9.7023
34200.0,34017.0,234.298,-3885.2,6.44521,0.00958313,9.702
34300.0,34116.0,234.575,-3857.5,6.35296,0.00943481,9.7017
34400.0,34215.0,234.852,-3829.8,6.26213,0.00928896,9.7014
34500.0,34314.0,235.129,-3802.1,6.17272,0.00914553,9.7011
34600.0,34413.0,235.406,-3774.4,6.08468,0.00900449,9.7008
34700.0,34512.0,235.682,-3746.8,5.99801,0.0088658,9.7005
34800.0,34611.0,235.959,-3719.1,5.91267,0.0087294,9.7002
34900.0,34709.0,236.236,-3691.4,5.82865,0.00859526,9.6998
35000.0,34808.0,236.513,-3663.7,5.74592,0.00846334,9.6995
35100.0,34907.0,236.79,-3636.0,5.66446,0.0083336,9.6992
35200.0,35006.0,237.067,-3608.3,5.58425,0.008206,9.6989
35300.0,35105.0,237.344,-3580.6,5.50527,0.0080805,9.6986
35400.0,35204.0,237.621,-3552.9,5.42751,0.00795707,9.6983
35500.0,35303.0,237.898,-3525.2,5.35093,0.00783567,9.698
35600.0,35402.0,238.175,-3497.5,5.27552,0.00771627,9.6977
35700.0,35501.0,238.452,-3469.8,5.20126,0.00759882,9.6974
35800.0,35600.0,238.729,-3442.1,5.12813,0.0074833,9.6971
35900.0,35698.0,239.005,-3414.5,5.05612,0.00736966,9.6968
36000.0,35797.0,239.282,-3386.8,4.9852,0.00725789,9.6965
36100.0,35896.0,239.559,-3359.1,4.91536,0.00714794,9.6962
36200.0,35995.0,239.836,-3331.4,4.84658,0.00703978,9.6959
36300.0,36094.0,240.113,-3303.7,4.77884,0.00693339,9.6956
36400.0,36193.0,240.39,-3276.0,4.71213,0.00682872,9.6953
36500.0,36292.0,240.667,-3248.3,4.64642,0.00672576,9.695
36600.0,36390.0,240.943,-3220.7,4.58171,0.00662447,9.6947
36700.0,36489.0,241.22,-3193.0,4.51797,0.00652482,9.6944
36800.0,36588.0,241.497,-3165.3,4.4552,0.00642678,9.6941
36900.0,36687.0,241.774,-3137.6,4.39337,0.00633033,9.6938
37000.0,36786.0,242.05,-3110.0,4.33246,0.00623544,9.6935
37100.0,36885.0,242.327,-3082.3,4.27247,0.00614208,9.6932
37200.0,36984.0,242.604,-3054.6,4.21339,0.00605022,9.6929
37300.0,37082.0,242.881,-3026.9,4.15518,0.00595985,9.6926
37400.0,37181.0,243.157,-2999.3,4.09785,0.00587092,9.6923
37500.0,37280.0,243.434,-2971.6,4.04137,0.00578343,9.692
37600.0,37379.0,243.711,-2943.9,3.98574,0.00569734,9.6917
37700.0,37478.0,243.988,-2916.2,3.93093,0.00561263,9.6914
37800.0,37577.0,244.264,-2888.6,3.87695,0.00552927,9.6911
37900.0,37675.0,244.541,-2860.9,3.82376,0.00544725,9.6908
38000.0,37774.0,244.818,-2833.2,3.77137,0.00536653,9.6904
38100.0,37873.0,245.094,-2805.6,3.71975,0.00528711,9.6901
38200.0,37972.0,245.371,-2777.9,3.6689,0.00520895,9.6898
38300.0,38071.0,245.648,-2750.2,3.6188,0.00513203,9.6895
38400.0,38169.0,245.924,-2722.6,3.56944,0.00505634,9.6892
38500.0,38268.0,246.201,-2694.9,3.52081,0.00498185,9.6889
38600.0,38367.0,246.478,-2667.2,3.4729,0.00490854,9.6886
38700.0,38466.0,246.754,-2639.6,3.42569,0.00483639,9.6883
38800.0,38565.0,247.031,-2611.9,3.37918,0.00476539,9.688
38900.0,38663.0,247.308,-2584.2,3.33335,0.0046955,9.6877
39000.0,38762.0,247.584,-2556.6,3.2882,0.00462672,9.6874
39100.0,38861.0,247.861,-2528.9,3.24371,0.00455903,9.6871
39200.0,38960.0,248.137,-2501.3,3.19987,0.0044924,9.6868
39300.0,39059.0,248.414,-2473.6,3.15667,0.00442682,9.6865
39400.0,39157.0,248.69,-2446.0,3.1141,0.00436227,9.6862
39500.0,39256.0,248.967,-2418.3,3.07216,0.00429873,9.6859
39600.0,39355.0,249.244,-2390.6,3.03083,0.00423619,9.6856
39700.0,39454.0,249.52,-2363.0,2.9901,0.00417463,9.6853
39800.0,39552.0,249.797,-2335.3,2.94996,0.00411403,9.685
39900.0,39651.0,250.073,-2307.7,2.9104,0.00405438,9.6847
40000.0,39750.0,250.35,-2280.0,2.87143,0.00399566,9.6844
40100.0,39849.0,250.626,-2252.4,2.83301,0.00393786,9.6841
40200.0,39947.0,250.903,-2224.7,2.79515,0.00388095,9.6838
40300.0,40046.0,251.179,-2197.1,2.75784,0.00382494,9.6835
40400.0,40145.0,251.456,-2169.4,2.72107,0.00376979,9.6832
40500.0,40244.0,251.732,-2141.8,2.68483,0.0037155,9.6829
40600.0,40342.0,252.009,-2114.1,2.64912,0.00366205,9.6826
40700.0,40441.0,252.285,-2086.5,2.61391,0.00360943,9.6823
40800.0,40540.0,252.561,-2058.9,2.57922,0.00355762,9.682
40900.0,40639.0,252.838,-2031.2,2.54502,0.00350661,9.6817
41000.0,40737.0,253.114,-2003.6,2.51132,0.00345639,9.6814
41100.0,40836.0,253.391,-1975.9,2.4781,0.00340695,9.6811
41200.0,40935.0,253.667,-1948.3,2.44535,0.00335826,9.6808
41300.0,41033.0,253.944,-1920.6,2.41307,0.00331033,9.6805
41400.0,41132.0,254.22,-1893.0,2.38126,0.00326313,9.6802
41500.0,41231.0,254.496,-1865.4,2.34989,0.00321666,9.6798
41600.0,41330.0,254.773,-1837.7,2.31898,0.0031709,9.6795
41700.0,41428.0,255.049,-1810.1,2.28851,0.00312584,9.6792
41800.0,41527.0,255.325,-1782.5,2.25847,0.00308147,9.6789
41900.0,41626.0,255.602,-1754.8,2.22885,0.00303778,9.6786
42000.0,41724.0,255.878,-1727.2,2.19966,0.00299475,9.6783
42100.0,41823.0,256.154,-1699.6,2.17088,0.00295238,9.678
42200.0,41922.0,256.431,-1671.9,2.14251,0.00291066,9.6777
42300.0,42020.0,256.707,-1644.3,2.11454,0.00286957,9.6774
42400.0,42119.0,256.983,-1616.7,2.08697,0.00282911,9.6771
42500.0,42218.0,257.26,-1589.0,2.05979,0.00278926,9.6768
42600.0,42316.0,257.536,-1561.4,2.03299,0.00275001,9.6765
42700.0,42415.0,257.812,-1533.8,2.00656,0.00271136,9.6762
42800.0,42514.0,258.088,-1506.2,1.98051,0.0026733,9.6759
42900.0,42612.0,258.365,-1478.5,1.95483,0.00263581,9.6756
43000.0,42711.0,258.641,-1450.9,1.9295,0.00259888,9.6753
43100.0,42810.0,258.917,-1423.3,1.90454,0.00256252,9.675
43200.0,42908.0,259.193,-1395.7,1.87992,0.0025267,9.6747
43300.0,43007.0,259.47,-1368.0,1.85564,0.00249142,9.6744
43400.0,43106.0,259.746,-1340.4,1.83171,0.00245667,9.6741
43500.0,43204.0,260.022,-1312.8,1.80811,0.00242244,9.6738
43600.0,43303.0,260.298,-1285.2,1.78484,0.00238872,9.6735
43700.0,43402.0,260.575,-1257.5,1.76189,0.00235552,9.6732
43800.0,43500.0,260.851,-1229.9,1.73927,0.0023228,9.6729
43900.0,43599.0,261.127,-1202.3,1.71696,0.00229058,9.6726
44000.0,43698.0,261.403,-1174.7,1.69496,0.00225884,9.6723
44100.0,43796.0,261.679,-1147.1,1.67326,0.00222757,9.672
44200.0,43895.0,261.955,-1119.5,1.65186,0.00219677,9.6717
44300.0,43993.0,262.232,-1091.8,1.63076,0.00216643,9.6714
44400.0,44092.0,262.508,-1064.2,1.60996,0.00213654,9.6711
44500.0,44191.0,262.784,-1036.6,1.58944,0.00210709,9.6708
44600.0,44289.0,263.06,-1009.0,1.5692,0.00207808,9.6705
44700.0,44388.0,263.336,-981.4,1.54924,0.0020495,9.6702
44800.0,44486.0,263.612,-953.8,1.52956,0.00202134,9.6699
44900.0,44585.0,263.888,-926.2,1.51015,0.0019936,9.6696
45000.0,44684.0,264.164,-898.6,1.49101,0.00196627,9.6693
45100.0,44782.0,264.44,-871.0,1.47213,0.00193934,9.669
45200.0,44881.0,264.716,-843.4,1.4535,0.00191281,9.6687
45300.0,44979.0,264.992,-815.8,1.43514,0.00188668,9.6684
45400.0,45078.0,265.269,-788.1,1.41702,0.00186092,9.6681
45500.0,45177.0,265.545,-760.5,1.39915,0.00183555,9.6678
45600.0,45275.0,265.821,-732.9,1.38153,0.00181054,9.6675
45700.0,45374.0,266.097,-705.3,1.36414,0.0017859,9.6672
45800.0,45472.0,266.373,-677.7,1.347,0.00176163,9.6669
45900.0,45571.0,266.649,-650.1,1.33008,0.00173771,9.6665
46000.0,45670.0,266.925,-622.5,1.3134,0.00171414,9.6662
46100.0,45768.0,267.201,-594.9,1.29694,0.00169091,9.6659
46200.0,45867.0,267.477,-567.3,1.28071,0.00166803,9.6656
46300.0,45965.0,267.753,-539.7,1.2647,0.00164547,9.6653
46400.0,46064.0,268.029,-512.1,1.2489,0.00162325,9.665
46500.0,46162.0,268.304,-484.6,1.23332,0.00160135,9.6647
46600.0,46261.0,268.58,-457.0,1.21795,0.00157976,9.6644
46700.0,46359.0,268.856,-429.4,1.20278,0.00155849,9.6641
46800.0,46458.0,269.132,-401.8,1.18782,0.00153753,9.6638
46900.0,46556.0,269.408,-374.2,1.17306,0.00151687,9.6635
47000.0,46655.0,269.684,-346.6,1.15851,0.00149651,9.6632
47100.0,46754.0,269.96,-319.0,1.14414,0.00147645,9.6629
47200.0,46852.0,270.236,-291.4,1.12997,0.00145667,9.6626
47300.0,46951.0,270.512,-263.8,1.11599,0.00143718,9.6623
47400.0,47049.0,270.65,-250.0,1.10219,0.00141869,9.662
47500.0,47148.0,270.65,-250.0,1.08857,0.00140116,9.6617
47600.0,47246.0,270.65,-250.0,1.07512,0.00138384,9.6614
47700.0,47345.0,270.65,-250.0,1.06183,0.00136674,9.6611
47800.0,47443.0,270.65,-250.0,1.04871,0.00134985,9.6608
47900.0,47542.0,270.65,-250.0,1.03575,0.00133317,9.6605
48000.0,47640.0,270.65,-250.0,1.02295,0.00131669,9.6602
48100.0,47739.0,270.65,-250.0,1.01031,0.00130042,9.6599
48200.0,47837.0,270.65,-250.0,0.997826,0.00128435,9.6596
48300.0,47936.0,270.65,-250.0,0.985497,0.00126849,9.6593
48400.0,48034.0,270.65,-250.0,0.97332,0.00125281,9.659
48500.0,48133.0,270.65,-250.0,0.961295,0.00123733,9.6587
48600.0,48231.0,270.65,-250.0,0.949418,0.00122205,9.6584
48700.0,48330.0,270.65,-250.0,0.937688,0.00120695,9.6581
48800.0,48428.0,270.65,-250.0,0.926103,0.00119204,9.6578
48900.0,48527.0,270.65,-250.0,0.914663,0.00117731,9.6575
49000.0,48625.0,270.65,-250.0,0.903363,0.00116277,9.6572
49100.0,48724.0,270.65,-250.0,0.892204,0.0011484,9.6569
49200.0,48822.0,270.65,-250.0,0.881183,0.00113422,9.6566
49300.0,48921.0,270.65,-250.0,0.870298,0.00112021,9.6563
49400.0,49019.0,270.65,-250.0,0.859548,0.00110637,9.656
49500.0,49118.0,270.65,-250.0,0.848931,0.0010927,9.6557
49600.0,49216.0,270.65,-250.0,0.838446,0.00107921,9.6554
49700.0,49314.0,270.65,-250.0,0.82809,0.00106588,9.6551
49800.0,49413.0,270.65,-250.0,0.817863,0.00105271,9.6548
49900.0,49511.0,270.65,-250.0,0.807762,0.00103971,9.6545
50000.0,49610.0,270.65,-250.0,0.797787,0.00102687,9.6542
50100.0,49708.0,270.65,-250.0,0.787935,0.00101419,9.6539
50200.0,49807.0,270.65,-250.0,0.778205,0.00100167,9.6536
50300.0,49905.0,270.65,-250.0,0.768595,0.000989299,9.6533
50400.0,50004.0,270.65,-250.0,0.759104,0.000977083,9.653
50500.0,50102.0,270.65,-250.0,0.749731,0.000965018,9.6527
50600.0,50200.0,270.65,-250.0,0.740474,0.000953102,9.6524
50700.0,50299.0,270.65,-250.0,0.731331,0.000941335,9.6521
50800.0,50397.0,270.65,-250.0,0.722302,0.000929712,9.6518
50900.0,50496.0,270.65,-250.0,0.713384,0.000918234,9.6515
51000.0,50594.0,270.65,-250.0,0.704576,0.000906897,9.6512
51200.0,50791.0,270.65,-250.0,0.687287,0.000884644,9.6506
51400.0,50988.0,270.65,-250.0,0.670424,0.000862938,9.65
51600.0,51185.0,270.133,-301.7,0.65396,0.000843356,9.6494
51800.0,51381.0,269.582,-356.8,0.63787,0.000824287,9.6488
52000.0,51578.0,269.031,-411.9,0.622144,0.000805613,9.6482
52200.0,51775.0,268.48,-467.0,0.606777,0.000787325,9.6476
52400.0,51972.0,267.93,-522.0,0.591759,0.000769418,9.647
52600.0,52168.0,267.379,-577.1,0.577084,0.000751883,9.6463
52800.0,52365.0,266.828,-632.2,0.562745,0.000734714,9.6457
53000.0,52562.0,266.277,-687.3,0.548734,0.000717904,9.6451
53200.0,52758.0,265.726,-742.4,0.535045,0.000701446,9.6445
53400.0,52955.0,265.176,-797.4,0.521671,0.000685333,9.6439
53600.0,53152.0,264.625,-852.5,0.508606,0.000669559,9.6433
53800.0,53348.0,264.074,-907.6,0.495842,0.000654117,9.6427
54000.0,53545.0,263.524,-962.6,0.483374,0.000639001,9.6421
54200.0,53742.0,262.973,-1017.7,0.471195,0.000624205,9.6415
54400.0,53938.0,262.423,-1072.7,0.459299,0.000609723,9.6409
54600.0,54135.0,261.872,-1127.8,0.44768,0.000595547,9.6403
54800.0,54332.0,261.322,-1182.8,0.436332,0.000581674,9.6397
55000.0,54528.0,260.771,-1237.9,0.425249,0.000568096,9.6391
55200.0,54725.0,260.221,-1292.9,0.414426,0.000554809,9.6385
55400.0,54921.0,259.67,-1348.0,0.403857,0.000541806,9.6379
55600.0,55118.0,259.12,-1403.0,0.393537,0.000529081,9.6373
55800.0,55314.0,258.57,-1458.0,0.38346,0.000516631,9.6367
56000.0,55511.0,258.019,-1513.1,0.373621,0.000504448,9.6361
56200.0,55707.0,257.469,-1568.1,0.364014,0.000492528,9.6355
56400.0,55904.0,256.919,-1623.1,0.354636,0.000480867,9.6349
56600.0,56100.0,256.369,-1678.1,0.34548,0.000469457,9.6343
56800.0,56297.0,255.819,-1733.1,0.336543,0.000458296,9.6337
57000.0,56493.0,255.268,-1788.2,0.327818,0.000447377,9.6331
57200.0,56690.0,254.718,-1843.2,0.319302,0.000436697,9.6325
57400.0,56886.0,254.168,-1898.2,0.310991,0.00042625,9.6319
57600.0,57083.0,253.618,-1953.2,0.302879,0.000416031,9.6313
57800.0,57279.0,253.068,-2008.2,0.294962,0.000406037,9.6307
58000.0,57476.0,252.518,-2063.2,0.287236,0.000396263,9.6301
58200.0,57672.0,251.969,-2118.1,0.279696,0.000386703,9.6295
58400.0,57868.0,251.419,-2173.1,0.272339,0.000377355,9.6289
58600.0,58065.0,250.869,-2228.1,0.265161,0.000368214,9.6283
58800.0,58261.0,250.319,-2283.1,0.258157,0.000359275,9.6277
59000.0,58457.0,249.769,-2338.1,0.251323,0.000350535,9.6271
59200.0,58654.0,249.22,-2393.0,0.244657,0.00034199,9.6265
59400.0,58850.0,248.67,-2448.0,0.238153,0.000333635,9.6259
59600.0,59046.0,248.12,-2503.0,0.231809,0.000325467,9.6253
59800.0,59243.0,247.571,-2557.9,0.225621,0.000317482,9.6247
60000.0,59439.0,247.021,-2612.9,0.219586,0.000309676,9.6241
60200.0,59635.0,246.471,-2667.9,0.213699,0.000302046,9.6235
60400.0,59831.0,245.922,-2722.8,0.207958,0.000294588,9.6229
60600.0,60028.0,245.372,-2777.8,0.202359,0.000287299,9.6223
60800.0,60224.0,244.823,-2832.7,0.196899,0.000280174,9.6217
61000.0,60420.0,244.273,-2887.7,0.191574,0.000273212,9.6211
61200.0,60616.0,243.724,-2942.6,0.186383,0.000266407,9.6205
61400.0,60813.0,243.175,-2997.5,0.181322,0.000259758,9.6199
61600.0,61009.0,242.625,-3052.5,0.176387,0.000253261,9.6193
61800.0,61205.0,242.076,-3107.4,0.171576,0.000246912,9.6187
62000.0,61401.0,241.527,-3162.3,0.166886,0.000240709,9.6181
62200.0,61597.0,240.978,-3217.2,0.162314,0.000234649,9.6175
62400.0,61793.0,240.428,-3272.2,0.157858,0.000228728,9.6169
62600.0,61990.0,239.879,-3327.1,0.153515,0.000222944,9.6163
62800.0,62186.0,239.33,-3382.0,0.149282,0.000217294,9.6157
63000.0,62382.0,238.781,-3436.9,0.145156,0.000211774,9.6151
63200.0,62578.0,238.232,-3491.8,0.141136,0.000206384,9.6145
63400.0,62774.0,237.683,-3546.7,0.137218,0.000201118,9.6139
63600.0,62970.0,237.134,-3601.6,0.133401,0.000195976,9.6133
63800.0,63166.0,236.585,-3656.5,0.129682,0.000190954,9.6127
64000.0,63362.0,236.036,-3711.4,0.126058,0.00018605,9.6121
64200.0,63558.0,235.487,-3766.3,0.122527,0.000181261,9.6115
64400.0,63754.0,234.939,-3821.1,0.119088,0.000176585,9.6109
64600.0,63950.0,234.39,-3876.0,0.115738,0.000172019,9.6103
64800.0,64146.0,233.841,-3930.9,0.112475,0.000167561,9.6097
65000.0,64342.0,233.292,-3985.8,0.109297,0.000163209,9.6091
65200.0,64538.0,232.744,-4040.6,0.106201,0.000158961,9.6085
65400.0,64734.0,232.195,-4095.5,0.103186,0.000154813,9.6079
65600.0,64930.0,231.646,-4150.4,0.100251,0.000150765,9.6073
65800.0,65126.0,231.098,-4205.2,0.0973921,0.000146814,9.6067
66000.0,65322.0,230.549,-4260.1,0.0946086,0.000142957,9.6061
66200.0,65518.0,230.001,-4314.9,0.0918985,0.000139193,9.6055
66400.0,65714.0,229.452,-4369.8,0.0892599,0.00013552,9.6049
66600.0,65909.0,228.904,-4424.6,0.0866913,0.000131935,9.6043
66800.0,66105.0,228.355,-4479.5,0.0841908,0.000128437,9.6037
67000.0,66301.0,227.807,-4534.3,0.0817568,0.000125025,9.6031
67200.0,66497.0,227.258,-4589.2,0.0793877,0.000121695,9.6026
67400.0,66693.0,226.71,-4644.0,0.077082,0.000118446,9.602
67600.0,66889.0,226.162,-4698.8,0.074838,0.000115277,9.6014
67800.0,67084.0,225.614,-4753.6,0.0726542,0.000112185,9.6008
68000.0,67280.0,225.065,-4808.5,0.0705293,0.000109169,9.6002
68200.0,67476.0,224.517,-4863.3,0.0684616,0.000106227,9.5996
68400.0,67672.0,223.969,-4918.1,0.0664499,0.000103358,9.599
68600.0,67868.0,223.421,-4972.9,0.0644926,0.00010056,9.5984
68800.0,68063.0,222.873,-5027.7,0.0625886,9.78309e-05,9.5978
69000.0,68259.0,222.325,-5082.5,0.0607364,9.51698e-05,9.5972
69200.0,68455.0,221.777,-5137.3,0.0589347,9.25749e-05,9.5966
69400.0,68650.0,221.229,-5192.1,0.0571824,9.00448e-05,9.596
69600.0,68846.0,220.681,-5246.9,0.055478,8.7578e-05,9.5954
69800.0,69042.0,220.133,-5301.7,0.0538206,8.5173e-05,9.5948
70000.0,69238.0,219.585,-5356.5,0.0522088,8.28284e-05,9.5942
70200.0,69433.0,219.037,-5411.3,0.0506415,8.05429e-05,9.5936
70400.0,69629.0,218.489,-5466.1,0.0491176,7.83151e-05,9.593
70600.0,69824.0,217.941,-5520.9,0.047636,7.61437e-05,9.5924
70800.0,70020.0,217.394,-5575.6,0.0461957,7.40274e-05,9.5918
71000.0,70216.0,216.846,-5630.4,0.0447955,7.19649e-05,9.5912
71200.0,70411.0,216.298,-5685.2,0.0434344,6.99551e-05,9.5906
71400.0,70607.0,215.751,-5739.9,0.0421115,6.79965e-05,9.59
71600.0,70802.0,215.203,-5794.7,0.0408258,6.60882e-05,9.5894
71800.0,70998.0,214.655,-5849.5,0.0395762,6.42289e-05,9.5888
72000.0,71194.0,214.263,-5888.7,0.0383624,6.2373e-05,9.5882
72200.0,71389.0,213.872,-5927.8,0.0371837,6.05672e-05,9.5876
72400.0,71585.0,213.481,-5966.9,0.0360393,5.88106e-05,9.587
72600.0,71780.0,213.09,-6006.0,0.0349281,5.7102e-05,9.5864
72800.0,71976.0,212.699,-6045.1,0.0338494,5.54401e-05,9.5858
73000.0,72171.0,212.308,-6084.2,0.0328021,5.38238e-05,9.5852
73200.0,72367.0,211.917,-6123.3,0.0317854,5.22518e-05,9.5846
73400.0,72562.0,211.526,-6162.4,0.0307986,5.0723e-05,9.584
73600.0,72758.0,211.135,-6201.5,0.0298406,4.92364e-05,9.5834
73800.0,72953.0,210.744,-6240.6,0.0289109,4.77908e-05,9.5829
74000.0,73148.0,210.353,-6279.7,0.0280085,4.63852e-05,9.5823
74200.0,73344.0,209.962,-6318.8,0.0271327,4.50184e-05,9.5817
74400.0,73539.0,209.571,-6357.9,0.0262828,4.36896e-05,9.5811
74600.0,73735.0,209.181,-6396.9,0.0254581,4.23978e-05,9.5805
74800.0,73930.0,208.79,-6436.0,0.0246579,4.11419e-05,9.5799
75000.0,74125.0,208.399,-6475.1,0.0238814,3.9921e-05,9.5793
75200.0,74321.0,208.008,-6514.2,0.023128,3.87342e-05,9.5787
75400.0,74516.0,207.618,-6553.2,0.0223971,3.75807e-05,9.5781
75600.0,74711.0,207.227,-6592.3,0.021688,3.64595e-05,9.5775
75800.0,74907.0,206.837,-6631.3,0.0210001,3.53698e-05,9.5769
76000.0,75102.0,206.445,-6670.4,0.0203329,3.43108e-05,9.5763
76200.0,75297.0,206.055,-6709.5,0.0196856,3.32816e-05,9.5757
76400.0,75493.0,205.665,-6748.5,0.0190579,3.22815e-05,9.5751
76600.0,75688.0,205.274,-6787.6,0.0184481,3.13097e-05,9.5745
76800.0,75883.0,204.884,-6826.6,0.0178586,3.03654e-05,9.5739
77000.0,76078.0,204.493,-6865.7,0.017286,2.94479e-05,9.5733
77200.0,76274.0,204.103,-6904.7,0.0167308,2.85566e-05,9.5727
77400.0,76469.0,203.712,-6943.8,0.0161924,2.76906e-05,9.5721
77600.0,76664.0,203.322,-6982.8,0.0156704,2.68494e-05,9.5715
77800.0,76859.0,202.931,-7021.9,0.0151643,2.60322e-05,9.5709
78000.0,77054.0,202.541,-7060.9,0.0146737,2.52385e-05,9.5703
78200.0,77250.0,202.151,-7099.9,0.014198,2.44675e-05,9.5698
78400.0,77445.0,201.76,-7139.0,0.0137369,2.37187e-05,9.5692
78600.0,77640.0,201.37,-7178.0,0.01329,2.29915e-05,9.5686
78800.0,77835.0,200.98,-7217.0,0.0128568,2.22853e-05,9.568
79000.0,78030.0,200.59,-7256.0,0.012437,2.15995e-05,9.5674
79200.0,78225.0,200.199,-7295.1,0.0120301,2.09336e-05,9.5668
79400.0,78420.0,199.809,-7334.1,0.0116358,2.0287e-05,9.5662
79600.0,78616.0,199.419,-7373.1,0.0112537,1.96592e-05,9.5656
79800.0,78811.0,199.029,-7412.1,0.0108834,1.90497e-05,9.565
80000.0,79006.0,198.639,-7451.1,0.0105247,1.8458e-05,9.5644
